city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,distance_cathedral,distance_train_station,description,contact
Vilnius, Šnipiškės, Kernavės g., 5 kambarių butas,716,0,16,420000,3961,,,106.04,5,1,7,2021,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Uždaras kiemas Internetas Atskiras įėjimas Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Yra liftas Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui Terasa Drabužinė,Su baldais Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija,,100,470,50,480,,,,15.0,19.5,4,6,"Unikaliai išplanuotas butas per du aukštus su atskiru įėjimu, primenantis kotedžą.

- Erdvi svetainė su virtuve;
- 4 miegamieji kambariai;
- 3 vonios kambariai;
- 4 lodžijos tipo balkonai;
- Erdvios drabužinės, talpios sieninės spintos;
- Įrengta rekuperacinė sistema;
- Įrengimui naudotos kokybiškos medžiagos, baldai, buitinė technika (skalbyklė, džiovyklė);
- Modernūs apšvietimo sprendimai;
- 2 požeminės parkavimo vietos (papildoma kaina);
- A klasės energetinis naudingumas, mažos įsirengimo bei išlaikymo sąnaudos;
- Butas orientuotas į rytų ir vakarų puses.
- 60 arų bendrų žaliųjų erdvių, itin vertinga lokacija miesto centre;
- Uždaras, saugus kiemas, įdiegtos vaizdo stebėjimo kameros;

Skambinkite jums patogiu metu
--
Uniquely planned apartment on two floors with a separate entrance, reminiscent of a cottage.

- Spacious living room with kitchen;
- 3 bathrooms;
- Spacious wardrobes, capacious wall cabinets;
- 4 bedrooms;
- 4 loggia-type balconies;
- Equipped with a recuperation system;
- High-quality materials, furniture, household appliances (washing machine, dryer) used for installation;
- Modern lighting solutions;
- Underground parking space (additional price);
- Class A energy efficiency, low installation and maintenance costs;
- The apartment is oriented to the east and west.
- 60 ares of common green spaces, an extremely valuable location in the city center;
- Closed, secure courtyard, video surveillance cameras installed;

Call at your convenienceRebalticID:
NL36201",+370 640 44749
Vilnius, Pilaitė, Pilkalnio g., 1 kambario butas,2693,1,15,107000,3122,53,,34.27,1,1,4,2025,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,Rytai,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas,Terasa,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,110,730,310,220,1,,,37.5,36.5,9.9,13.1,"Naujame ir moderniame Pilaitės projekte – „Nendrù“ – išskirtiniai butai su daline apdaila. Projektas jau pastatytas - gaukite raktus jau lapkritį!

Beveik 35 kv. m vieno kambario „studio“ tipo butai su bendra svetainės ir virtuvės zona, vieta drabužių spintai, erdviu vonios kambariu ir balkonu arba terasa.

„Nendrù“ – tai projektas, įsikūręs išskirtinėje Pilaitės vietoje: nendrių apsuptyje, kur karaliauja tyla ir ramybė, kurios pavydi likęs miestas. Visai šalia – čiurlenantis Varnės upelis, pėsčiomis pasiekiamas apylinkėse švariausias Gelūžės ežeras bei sutvarkyti pasivaikščiojimo takai. Tai būstas tiems, kurie gyvena miesto ritmu, bet svajoja apie kasdienybę arčiau gamtos.

Projekto privalumai:
• Strategiškai patogi lokacija: netoliese – parduotuvės, ugdymo ir gydymo įstaigos bei viešojo transporto stotelė. Visai šalia – Vakarinis Vilniaus aplinkkelis, leisiantis greitai pasiekti miesto centrą ir aplinkinius mikrorajonus.
• Tyla ir ramybė: vieninteliai triukšmaujantys kaimynai čia bus tik čiulbantys paukščiai – net kondicionierių išorinius blokus iškėlėme ant stogo, kad namuose nebūtų pašalinių garsų.
• Sutvarkyta aplinka: vaikų žaidimų aikštelės, poilsio ir sporto erdvės.
• Saugus ir uždaras vidinis kiemas: apsaugos stebėjimo kameros užtikrins jūsų ir jūsų artimųjų ramybę.
• Kasdieniai patogumai: požeminė automobilių stovėjimo aikštelė, dviračių saugyklos-sandėliukai, elektros lizdai terasose ir balkonuose.
• Darni bendruomenė: projekte yra tik du mažaaukščiai keturių aukštų pastatai.

Kviečiame atrasti „Nendrù“ – namus ypatingoje miesto vietoje, kur laukinė ir natūrali gamta taps jūsų kasdienybės dalimi.

Projektas jau pastatytas – buto raktus gausite jau šį lapkritį ir galėsite pradėti pilnos apdailos darbus.

Atvirų durų dienos vyksta kasdien – apsilankykite ir išsirinkite iš geriausio asortimento.

Kviečiame registruotis tel. nr. +370 691 98 771 arba nendru.lt",
Vilnius, Pilaitė, Pilkalnio g., 1 kambario butas,2265,0,14,109000,3222,53,,33.83,1,2,4,2025,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,"Šiaurė, rytai",Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas,Balkonas,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,110,730,310,220,1,,,37.5,36.5,9.9,13.1,"Naujame ir moderniame Pilaitės projekte – „Nendrù“ – išskirtiniai butai su daline apdaila. Projektas jau pastatytas - gaukite raktus jau lapkritį!

Beveik 35 kv. m vieno kambario „studio“ tipo butai su bendra svetainės ir virtuvės zona, vieta drabužių spintai, erdviu vonios kambariu ir balkonu arba terasa.

„Nendrù“ – tai projektas, įsikūręs išskirtinėje Pilaitės vietoje: nendrių apsuptyje, kur karaliauja tyla ir ramybė, kurios pavydi likęs miestas. Visai šalia – čiurlenantis Varnės upelis, pėsčiomis pasiekiamas apylinkėse švariausias Gelūžės ežeras bei sutvarkyti pasivaikščiojimo takai. Tai būstas tiems, kurie gyvena miesto ritmu, bet svajoja apie kasdienybę arčiau gamtos.

Projekto privalumai:
• Strategiškai patogi lokacija: netoliese – parduotuvės, ugdymo ir gydymo įstaigos bei viešojo transporto stotelė. Visai šalia – Vakarinis Vilniaus aplinkkelis, leisiantis greitai pasiekti miesto centrą ir aplinkinius mikrorajonus.
• Tyla ir ramybė: vieninteliai triukšmaujantys kaimynai čia bus tik čiulbantys paukščiai – net kondicionierių išorinius blokus iškėlėme ant stogo, kad namuose nebūtų pašalinių garsų.
• Sutvarkyta aplinka: vaikų žaidimų aikštelės, poilsio ir sporto erdvės.
• Saugus ir uždaras vidinis kiemas: apsaugos stebėjimo kameros užtikrins jūsų ir jūsų artimųjų ramybę.
• Kasdieniai patogumai: požeminė automobilių stovėjimo aikštelė, dviračių saugyklos-sandėliukai, elektros lizdai terasose ir balkonuose.
• Darni bendruomenė: projekte yra tik du mažaaukščiai keturių aukštų pastatai.

Kviečiame atrasti „Nendrù“ – namus ypatingoje miesto vietoje, kur laukinė ir natūrali gamta taps jūsų kasdienybės dalimi.

Projektas jau pastatytas – buto raktus gausite jau šį lapkritį ir galėsite pradėti pilnos apdailos darbus.

Atvirų durų dienos vyksta kasdien – apsilankykite ir išsirinkite iš geriausio asortimento.

Kviečiame registruotis tel. nr. +370 691 98 771 arba nendru.lt",
Vilnius, Pilaitė, Pilkalnio g., 2 kambarių butas,3083,0,19,146000,2824,53,,51.7,2,3,4,2025,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,Vakarai,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,110,730,310,220,1,,,37.5,36.5,9.9,13.1,"Naujame ir moderniame Pilaitės projekte – „Nendrù“ – išskirtiniai butai su daline apdaila. Projektas jau pastatytas.

Asortimente – skirtingo ploto ir išplanavimo dviejų kambarių butai:
• 46 kv. m butai, kurių išskirtinumas – atskiros drabužinės ir erdvūs vonios kambariai.
• Beveik 52 kv. m butai, kuriuose džiugina erdvūs miegamieji, dideli vonios kambariai ir atskirtos virtuvės erdvės.
• Visi dviejų kambarių butai turi balkonus arba terasas.

„Nendrù“ – tai projektas, įsikūręs išskirtinėje Pilaitės vietoje: nendrių apsuptyje, kur karaliauja tyla ir ramybė, kurios pavydi likęs miestas. Visai šalia – čiurlenantis Varnės upelis, pėsčiomis pasiekiamas apylinkėse švariausias Gelūžės ežeras bei sutvarkyti pasivaikščiojimo takai. Tai būstas tiems, kurie gyvena miesto ritmu, bet svajoja apie kasdienybę arčiau gamtos.

Projekto privalumai:
• Strategiškai patogi lokacija: netoliese – parduotuvės, ugdymo ir gydymo įstaigos bei viešojo transporto stotelė. Visai šalia – Vakarinis Vilniaus aplinkkelis, leisiantis greitai pasiekti miesto centrą ir aplinkinius mikrorajonus.
• Tyla ir ramybė: vieninteliai triukšmaujantys kaimynai čia bus tik čiulbantys paukščiai – net kondicionierių išorinius blokus iškėlėme ant stogo, kad namuose nebūtų pašalinių garsų.
• Sutvarkyta aplinka: vaikų žaidimų aikštelės, poilsio ir sporto erdvės.
• Saugus ir uždaras vidinis kiemas: apsaugos stebėjimo kameros užtikrins jūsų ir jūsų artimųjų ramybę.
• Kasdieniai patogumai: požeminė automobilių stovėjimo aikštelė, dviračių saugyklos-sandėliukai, elektros lizdai terasose ir balkonuose.
• Darni bendruomenė: projekte yra tik du mažaaukščiai keturių aukštų pastatai.

Kviečiame atrasti „Nendrù“ – namus ypatingoje miesto vietoje, kur laukinė ir natūrali gamta taps jūsų kasdienybės dalimi.

Projektas jau pastatytas – buto raktus gausite jau šį lapkritį ir galėsite pradėti pilnos apdailos darbus.

Atvirų durų dienos vyksta kasdien – apsilankykite ir išsirinkite iš geriausio asortimento.

Kviečiame registruotis tel. nr. +370 691 98 771.",
Vilnius, Pilaitė, Pilkalnio g., 2 kambarių butas,387,0,3,152000,3290,53,,46.2,2,2,4,2025,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,Rytai,Yra liftas Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,110,730,310,220,1,,,37.5,36.5,9.9,13.1,"Naujame ir moderniame Pilaitės projekte – „Nendrù“ – išskirtiniai butai su daline apdaila. Projektas jau pastatytas.

Asortimente – skirtingo ploto ir išplanavimo dviejų kambarių butai:
• 46 kv. m butai, kurių išskirtinumas – atskiros drabužinės ir erdvūs vonios kambariai.
• Beveik 52 kv. m butai, kuriuose džiugina erdvūs miegamieji, dideli vonios kambariai ir atskirtos virtuvės erdvės.
• Visi dviejų kambarių butai turi balkonus arba terasas.

„Nendrù“ – tai projektas, įsikūręs išskirtinėje Pilaitės vietoje: nendrių apsuptyje, kur karaliauja tyla ir ramybė, kurios pavydi likęs miestas. Visai šalia – čiurlenantis Varnės upelis, pėsčiomis pasiekiamas apylinkėse švariausias Gelūžės ežeras bei sutvarkyti pasivaikščiojimo takai. Tai būstas tiems, kurie gyvena miesto ritmu, bet svajoja apie kasdienybę arčiau gamtos.

Projekto privalumai:
• Strategiškai patogi lokacija: netoliese – parduotuvės, ugdymo ir gydymo įstaigos bei viešojo transporto stotelė. Visai šalia – Vakarinis Vilniaus aplinkkelis, leisiantis greitai pasiekti miesto centrą ir aplinkinius mikrorajonus.
• Tyla ir ramybė: vieninteliai triukšmaujantys kaimynai čia bus tik čiulbantys paukščiai – net kondicionierių išorinius blokus iškėlėme ant stogo, kad namuose nebūtų pašalinių garsų.
• Sutvarkyta aplinka: vaikų žaidimų aikštelės, poilsio ir sporto erdvės.
• Saugus ir uždaras vidinis kiemas: apsaugos stebėjimo kameros užtikrins jūsų ir jūsų artimųjų ramybę.
• Kasdieniai patogumai: požeminė automobilių stovėjimo aikštelė, dviračių saugyklos-sandėliukai, elektros lizdai terasose ir balkonuose.
• Darni bendruomenė: projekte yra tik du mažaaukščiai keturių aukštų pastatai.

Kviečiame atrasti „Nendrù“ – namus ypatingoje miesto vietoje, kur laukinė ir natūrali gamta taps jūsų kasdienybės dalimi.

Projektas jau pastatytas – buto raktus gausite jau šį lapkritį ir galėsite pradėti pilnos apdailos darbus.

Atvirų durų dienos vyksta kasdien – apsilankykite ir išsirinkite iš geriausio asortimento.

Kviečiame registruotis tel. nr. +370 691 98 771.",
Vilnius, Pilaitė, Pilkalnio g., 3 kambarių butas,5020,0,17,184000,2859,53,,64.35,3,2,4,2024,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,"Pietūs, rytai",Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,110,730,310,220,1,,,37.5,36.5,9.9,13.1,"Naujame ir moderniame Pilaitės projekte – „Nendrù“ – išskirtiniai butai su daline apdaila. Projektas jau pastatytas.

Trijų kambarių, 64–69 kv. m butai su bendra virtuvės ir svetainės zona, dviem atskirais kambariais ir erdviu vonios kambariu. Visi trijų kambarių butai turi balkonus arba terasas. Tai butai už ypač patrauklią kainą!

„Nendrù“ – tai projektas, įsikūręs išskirtinėje Pilaitės vietoje: nendrių apsuptyje, kur karaliauja tyla ir ramybė, kurios pavydi likęs miestas. Visai šalia – čiurlenantis Varnės upelis, pėsčiomis pasiekiamas apylinkėse švariausias Gelūžės ežeras bei sutvarkyti pasivaikščiojimo takai. Tai būstas tiems, kurie gyvena miesto ritmu, bet svajoja apie kasdienybę arčiau gamtos.

Projekto privalumai:
• Strategiškai patogi lokacija: netoliese – parduotuvės, ugdymo ir gydymo įstaigos bei viešojo transporto stotelė. Visai šalia – Vakarinis Vilniaus aplinkkelis, leisiantis greitai pasiekti miesto centrą ir aplinkinius mikrorajonus.
• Tyla ir ramybė: vieninteliai triukšmaujantys kaimynai čia bus tik čiulbantys paukščiai – net kondicionierių išorinius blokus iškėlėme ant stogo, kad namuose nebūtų pašalinių garsų.
• Sutvarkyta aplinka: vaikų žaidimų aikštelės, poilsio ir sporto erdvės.
• Saugus ir uždaras vidinis kiemas: apsaugos stebėjimo kameros užtikrins jūsų ir jūsų artimųjų ramybę.
• Kasdieniai patogumai: požeminė automobilių stovėjimo aikštelė, dviračių saugyklos-sandėliukai, elektros lizdai terasose ir balkonuose.
• Darni bendruomenė: projekte yra tik du mažaaukščiai keturių aukštų pastatai.

Kviečiame atrasti „Nendrù“ – namus ypatingoje miesto vietoje, kur laukinė ir natūrali gamta taps jūsų kasdienybės dalimi.

Projektas jau pastatytas – buto raktus gausite jau šį lapkritį ir galėsite pradėti pilnos apdailos darbus.

Atvirų durų dienos vyksta kasdien – apsilankykite ir išsirinkite iš geriausio asortimento.

Kviečiame registruotis tel. nr. +370 691 98 771 arba nendru.lt",
Vilnius, Šnipiškės, Kalvarijų g., 1 kambario butas,1672,0,6,180950,5500,55,,32.9,1,4,5,2023,,Mūrinis,Centrinis kolektorinis,Įrengtas,,Vakarai,,,,,,120,400,90,40,2,,,9.5,22.0,1.9,5,"PARDUODAMAS IŠSKIRTINIS 1 KAMBARIŲ BUTAS

LUCKY HOMES 2 - Tai namai, sukurti patogiam ir aktyviam gyvenimui, arti miesto Centro.

_____________________________________________________________
A++ Energinės klasės būstas.
Kalvarijų g. 55, Šnipiškės, Vilnius
Lucky Homes 2 projektas
☘ BUTO PRIVALUMAI
NAUJAI ĮRENGTAS IR DAR NEGYVENTAS BUTAS.
☘Butas pilnai įrengtas ir jame yra visi reikalingi baldai ir buitinė technika.
☘Įrengta rekuperacinė vėdinimo sistema ir kondicionavimo sistema.
☘Reguliuojamas grindinis šildymas, - mažos šildymo sąskaitos
☘Patogus privažiavimas. Yra uždara automobilių stovėjimo aikštelė po namu su sandėliukais.
☘Uždaras kiemas su vaikų žaidimų zona.
☘ PUIKI VIETA
Patogus susisiekimas su visomis miesto dalimis tiek mašina, tiek viešuoju transportu, tiek pėsčiomis
Gera infrastruktūra aplinkui - šalia parduotuvės, kavinės darželiai
Vos per 5 min. pasiekiamas Senamiestis bei pagrindiniai verslo centrai - pagrindinis privalumas žmonėms, vertinantiems savo laiką.

? KONTAKTAI IR APŽIŪRA
Telefonas: +37065078843
El. paštas: info@luckyhomes.lt

☘Unikalus pasiūlymas - naujai įrengtas butas, kuriame dar niekas negyveno! Idealus pasirinkimas šeimoms ir asmenims, ieškantiems komforto ir patogumo miesto centre!",
Vilnius, Šnipiškės, Kalvarijų g., 2 kambarių butas,2088,0,18,275495,5500,55,,50.09,2,3,5,2023,,Mūrinis,Centrinis kolektorinis,Įrengtas,,Rytai,,,,,,120,400,90,40,2,,,9.5,22.0,1.9,5,"PARDUODAMAS 2 KAMBARIŲ BUTAS

LUCKY HOMES 2 - Tai namai, sukurti patogiam ir aktyviam gyvenimui, arti miesto Centro.
____________________________________________________________
A++ Energinės klasės būstas.
Kalvarijų g. 55, Šnipiškės, Vilnius
Lucky Homes 2 projektas

BUTO PRIVALUMAI
☘NAUJAI ĮRENGTAS BUTAS.
☘Butas su pilna apdaila (be baldų)
☘Įrengta rekuperacinė vėdinimo sistema ir kondicionavimo sistema.
☘Erdvus balkonas.
☘Reguliuojamas grindinis šildymas - mažos šildymo sąskaitos
☘Patogus privažiavimas. Yra uždara automobilių stovėjimo aikštelė po namu su sandėliukais.
☘Uždaras kiemas su vaikų žaidimų zona
☘ PUIKI VIETA
Patogus susisiekimas su visomis miesto dalimis tiek mašina, tiek viešuoju transportu, tiek pėsčiomis
Gera infrastruktūra aplinkui - šalia parduotuvės, kavinės darželiai
Vos per 5 min. pasiekiamas Senamiestis bei pagrindiniai verslo centrai - pagrindinis privalumas žmonėms, vertinantiems savo laiką.

KONTAKTAI IR APŽIŪRA
Telefonas: +37065078843
El. paštas: info@luckyhomes.lt

☘Unikalus pasiūlymas - naujai įrengtas butas, kuriame dar niekas negyveno! Idealus pasirinkimas šeimoms ir asmenims, ieškantiems komforto ir patogumo miesto centre!",
Vilnius, Šnipiškės, Kalvarijų g., 3 kambarių butas,1604,0,6,305064,5664,55,63,53.86,3,4,7,2023,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,A++,"Pietūs, rytai",Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui,,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,120,400,90,40,2,,,9.5,22.0,1.9,5,"PARDUODAMAS 3 KAMBARIŲ BUTAS
A++ Energinės klasės būstas.
Kalvarijų g. 55, Šnipiškės, Vilnius
Lucky Homes 2 projektas

LUCKY HOMES 2 - Tai namai, sukurti patogiam ir aktyviam gyvenimui, arti miesto Centro.
_____________________________________________________________

☘ BUTO PRIVALUMAI
BUTAS SU PILNA APDAILA.
☘Butas pilnai įrengtas ir jame yra visi reikalingi baldai ir buitinė technika.
☘Įrengta rekuperacinė vėdinimo sistema ir kondicionavimo sistema.
☘Erdvus balkonas.
☘Reguliuojamas grindinis šildymas, - mažos šildymo sąskaitos
☘Patogus privažiavimas. Yra uždara automobilių stovėjimo aikštelė po namu su sandėliukais.
☘Uždaras kiemas su vidinė vaikų žaidimų aikštelę.
☘ PUIKI VIETA
Patogus susisiekimas su visomis miesto dalimis tiek mašina, tiek viešuoju transportu, tiek pėsčiomis
Gera infrastruktūra aplinkui - šalia parduotuvės, kavinės darželiai
Vos per 5 min. pasiekiamas Senamiestis bei pagrindiniai verslo centrai - pagrindinis privalumas žmonėms, vertinantiems savo laiką.

KONTAKTAI IR APŽIŪRA
Telefonas: +37065078843
El. paštas: info@luckyhomes.lt

☘Unikalus pasiūlymas - naujai įrengtas butas, kuriame dar niekas negyveno! Idealus pasirinkimas šeimoms ir asmenims, ieškantiems komforto ir patogumo miesto centre!",
Vilnius, Senamiestis, Žygimantų g., 2 kambarių butas,231,0,5,294500,6399,12,133,46.02,2,1,4,2025,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,,Rytai,Aukštos lubos,Balkonas,,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros Budintis sargas,,350,250,220,280,14,213,25.33,4.5,13.5,0.9,3.4,"Prabangus 2 kambarių butas projekte „Žygimantų 12“ – Neries pakrantėje, šalia Senamiesčio
Išskirtinė galimybė gyventi pačiame Vilniaus centre, pirmojoje Neries krantinės linijoje – ten, kur Senamiesčio ramybė susilieja su modernaus miesto ritmu.
„Žygimantų 12“ – architektūriškai išskirtinis projektas su vos 54 apartamentais, turinčiais balkonus ar kiemelius bei vaizdus į upę ir Senamiesčio bokštus.
________________________________________
BUTAS NR. 133
• Plotas: 46,02 m²
• Kambarių skaičius: 2
• Aukštas: 1 iš 4
• Langų orientacija: Rytai
________________________________________
PROJEKTO PRIVALUMAI:
• Išskirtinė vieta – Žygimantų g. 12, pirmoji Neries krantinės linija
• Ventiliuojamas fibrobetono fasadas – ilgaamžis ir modernus sprendimas
• Durys – natūralaus egzotiško medžio lukšto (alyvmedžio arba eukalipto), su žalvarinėmis arba nerūdijančio plieno rankenomis bei integruota išmaniąja spyna
• Langai – mediniai, kaustyti aliuminiu: elegancija ir ilgaamžiškumas
• Aukštos lubos – nuo 2,96 m iki 4,28 m
• Ažūrinės metalinės lubos bendrose erdvėse – modernus architektūrinis akcentas
• Bendrosios erdvės – kalkakmenio pakopos, šviesaus tinko sienos, akmens intarpai
• Konsjeržo erdvė – gyventojų patogumui
• Uždaras kiemas – privatumas, apželdinimas, automatinė laistymo sistema
________________________________________
Tvarumo standartai:
Projektas siekia tarptautinio BREEAM sertifikato, užtikrinančio tvarumą, energinį efektyvumą ir aukštą gyvenimo kokybę.
________________________________________
Vieta, kuri įkvepia:
Vos žengus pro duris – Vilniaus Senamiestis, Neries krantinės, miesto parkai. Geriausi restoranai, meno galerijos, muziejai, koncertų salės – vos kelių minučių atstumu.
Daugiau informacijos: www.zygimantu12.lt",
Vilnius, Senamiestis, Žygimantų g., 2 kambarių butas,761,0,6,326100,6599,12,237,49.42,2,2,4,2025,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,,,Aukštos lubos,Balkonas,,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros Budintis sargas,,350,250,220,280,14,213,25.33,4.5,13.5,0.9,3.4,"Prabangus 2 kambarių butas projekte „Žygimantų 12“ – Neries pakrantėje, šalia Senamiesčio
Išskirtinė galimybė gyventi pačiame Vilniaus centre, pirmojoje Neries krantinės linijoje – ten, kur Senamiesčio ramybė susilieja su modernaus miesto ritmu.
„Žygimantų 12“ – architektūriškai išskirtinis projektas su vos 54 apartamentais, turinčiais balkonus ar kiemelius bei vaizdus į upę ir Senamiesčio bokštus.
________________________________________
BUTAS NR. 237
• Plotas: 49,42 m²
• Kambarių skaičius: 2
• Aukštas: 2 iš 4
• Langų orientacija: Vakarai
________________________________________
PROJEKTO PRIVALUMAI:
• Išskirtinė vieta – Žygimantų g. 12, pirmoji Neries krantinės linija
• Modernus fasadas – fibrobetono plokštės su vario intarpais
• Durys – natūralaus egzotiško medžio lukšto (alyvmedžio arba eukalipto), su žalvarinėmis arba nerūdijančio plieno rankenomis bei integruota išmaniąja spyna
• Langai – mediniai, kaustyti aliuminiu: elegancija ir ilgaamžiškumas
• Aukštos lubos – nuo 2,96 m iki 4,28 m
• Ažūrinės metalinės lubos bendrose erdvėse – modernus architektūrinis akcentas
• Bendrosios erdvės – kalkakmenio pakopos, šviesaus tinko sienos, akmens intarpai
• Konsjeržo erdvė – gyventojų patogumui
• Uždaras kiemas – privatumas, apželdinimas, automatinė laistymo sistema
________________________________________
Tvarumo standartai:
Projektas siekia tarptautinio BREEAM sertifikato, užtikrinančio tvarumą, energinį efektyvumą ir aukštą gyvenimo kokybę.
________________________________________
Vieta, kuri įkvepia:
Vos žengus pro duris – Vilniaus Senamiestis, Neries krantinės, miesto parkai. Geriausi restoranai, meno galerijos, muziejai, koncertų salės – vos kelių minučių atstumu.
Daugiau informacijos: www.zygimantu12.lt",
Vilnius, Senamiestis, Žygimantų g., 2 kambarių butas,242,0,4,362800,7398,12,119,49.04,2,1,4,2025,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,,"Vakarai, pietūs",,,,,,350,250,220,280,14,213,25.33,4.5,13.5,0.9,3.4,"Prabangus 2 kambarių butas projekte „Žygimantų 12“ – Neries pakrantėje, šalia Senamiesčio
Unikali galimybė gyventi pačiame Vilniaus centre, pirmojoje Neries krantinės linijoje – ten, kur Senamiesčio ramybė dera su modernaus miesto ritmu.
„Žygimantų 12“ – architektūriškai išskirtinis projektas su vos 54 apartamentais, kiemeliais ar balkonais, vaizdais į upę bei Senamiesčio bokštus.
________________________________________
BUTAS NR. 119
• Plotas: 49,04 m²
• Kambarių skaičius: 2
• Aukštas: 1/4
• Langų kryptys: Pietūs / Vakarai
• Ypatumai: butas su privačiu kiemeliu
________________________________________
PROJEKTO PRIVALUMAI:
• Išskirtinė vieta – Žygimantų g. 12, pirmoji Neries krantinės linija
• Ventiliuojamas fibrobetono fasadas – ilgaamžis ir modernus sprendimas
• Durys – natūralaus egzotiško medžio lukšto (alyvmedžio arba eukalipto), su žalvarinėmis arba nerūdijančio plieno rankenomis bei integruota išmaniąja spyna
• Langai – mediniai, kaustyti aliuminiu: elegancija be kompromisų
• Aukštos lubos – nuo 2,96 m iki 4,28 m
• Ažūrinės metalinės lubos bendrose erdvėse – architektūrinis išskirtinumas
• Bendrosios erdvės – kalkakmenio pakopos, šviesaus tinko sienos, akmens intarpai
• Konsjeržo erdvė – patogiam gyventojų aptarnavimui
• Uždaras, apželdintas kiemas su automatine laistymo sistema
________________________________________
Tvarumo standartai:
Projektas siekia tarptautinio BREEAM sertifikato, užtikrinančio tvarumą, energinį efektyvumą ir kokybišką eksploatavimą.
________________________________________
Vieta, kuri įkvepia:
Vos išėjus iš namų – Vilniaus Senamiestis, Neries krantinės, parkai, geriausi restoranai, galerijos, koncertų salės – viskas vos kelių minučių atstumu.
Daugiau apie projektą: www.zygimantu12.lt",
